sfid|dt_rif|juridical_form|dossier_type|application_source|credimi_industry|region|zone|revenues|pfn_ebitda|pn|ebitda|target|score_accounting|score_identity|score_trend|slope_ebit|slope_fondi|slope_ebitda|slope_fatturato|slope_liquidita|slope_al_accordato_operativo_sistema|slope_al_utilizzo_sistema|slope_al_sconfino_sistema|slope_scad_accordato_operativo_sistema|slope_scad_utilizzo_sistema|slope_scad_sconfino_sistema|slope_rev_accordato_operativo_sistema|slope_rev_utilizzo_sistema|slope_rev_sconfino_sistema|gender
a1Q7R00000ZWFkWUAX|2020-10-14|SR|F|D|METALLURGY_AND_STEEL_PRODUCTS|LOMBARDIA|N-W|960.0|7.939|89.0|49.0|0.0|-1.7978334540537504|-2.608459593|-1.15|-1.5|-0.5|2.0|-9.0|-5.0|4.207356670391884|24.26272136659401|7.160342092562299|0.0|0.0|0.0|-7.193961478391147|-13.421844017037255|3.066346310684723|F
a1Q2X00000ZEbyrUAD|2020-06-18|DI|L|P|DISTRIBUTION|PUGLIA|S|||||0.0|-0.16153779354770337|-1.1565560799999999|0.12000000000000001|15.097151950414123|-1.295003432018234|12.13095877354364|137.1403263607025|-8.412216251729943|5.265428417114395|-9.832790382894082|6.237246984025745|2.753979100159024|-12.070819751581723|2.6209102432907545|15.01530740241531|6.837846483341325|-6.455468801141905|M
a1Q7R00000a2sqkUAA|2021-04-14|DI|C|D|SERVICES|VENETO|N-E|||||0.0|-0.16153779354770337|-1.047715011|-0.9|3.4986168039694094|6.398861897718724|16.133146591515555|123.15380348288286|29.430780441675324|-25.650481415465034|-11.472405965049939|3.267748694613915|-0.5584610313096083|-8.551605953637822|1.360761094047259|4.096339149642572|-20.94684544447823|-17.976982337051925|M
a1Q2X00000ZEZqbUAH|2020-05-20|DI|L|P|CONSTRUCTION|PIEMONTE|N-W|||||0.0|-0.16153779354770337|-1.588289526|0.1|12.928512397533135|-7.536003729867042|-2.5866676205904042|140.77414379872394|-1.0348388561176165|-3.6261795996931743|-25.46619652629081|12.875232329602774|7.608062337209598|0.9755367956894822|4.052426683836871|10.14282319163879|-13.8374023170922|-15.837908581701218|F
a1Q7R00000einquUAA|2021-11-08|RS|F|D|SERVICES|CAMPANIA|S|||||1.0|-0.16153779354770337|-0.31023046099999996|0.15000000000000002|14.967063356850879|-19.96072487804848|1.2230215060235965|131.82149400089295|11.835602814396053|-1.9008471077384095|18.767657929793007|-2.2918249538749857|7.9953212826973665|6.848814701994022|-21.060502126346265|-16.673508725557074|-11.203287813469254|-5.084186686142512|F
a1Q7R00000a2jknUAA|2021-03-01|DI|C|D|CONSTRUCTION|TOSCANA|C|||||0.0|-0.16153779354770337|-0.4753258679999999|0.1|-2.2586984309589537|-6.562541597245167|20.32074821729617|134.190775459815|19.690833287893668|-2.75908157185218|26.53175602909988|8.990065119078231|-7.639024750889848|5.7787579226925505|-6.717255507531014|13.862827301248167|-8.05221017014501|-7.656471703518095|F
a1Q7R00000eicq5UAA|2021-11-09|DI|C|D|DISTRIBUTION|CAMPANIA|S|||||0.0|-0.16153779354770337|-0.2503172199999999|-0.9|-14.820554178610788|-6.811972912594708|3.5508729188390977|138.3995015492358|6.012474795437219|13.316872895728753|8.844208154186344|11.751818199952107|-11.854331775116473|-0.029669851093312577|27.75350021816812|-10.319440242214009|-4.658639902566274|-1.842348319496092|M
a1Q2X00000XcrhkUAB|2020-03-06|SU|D|D|DISTRIBUTION|LOMBARDIA|N-W|3664.0|4.424|301.0|139.0|1.0|-1.2989309980313122|-1.90000648|0.5|-10.61215920870648|-10.930815561774423|1.023952327644042|132.69391437915004|-16.87900973226543|24.238555343583023|8.432233053089986|16.888226171595846|-4.371584271172148|2.7165408035555676|-10.133702355646156|-11.357643561477534|-23.56438236391797|2.455006654822763|M
a1Q2X00000ZEj3dUAD|2020-06-29|SR|F|R|CONSTRUCTION|LIGURIA|N-W|1591.0|-0.2989|326.0|87.0|0.0|-1.3516532386216946|-2.332557306|-3.0|43.5|-6.5|47.0|-11.0|5.0|7.542797721258377|4.0897744477766125|-6.1645678289304655|-0.014709677419354823|-0.017903225806451605|0.0|-0.2903396238151552|8.2284040362607|9.299064935827706|M
a1Q7R00000ejDt6UAE|2022-01-14|SR|F|R|SERVICES|LAZIO|C|191.0|-2.824|20.0|17.0|0.0|-1.5099185330602065|-0.8812113509999999|-3.0|17.701993594735338|-9.173617473056034|-3.320754321643955|148.86463428127678|16.481406382744854|6.505101801689388|-3.9863408474856956|-1.1029695575393987|8.278441468558304|1.3257630728041634|7.8194360920151835|1.3450110128542523|9.484363738702882|-6.275802700525832|M
a1Q2X00000Z6nmkUAB|2020-07-30|SU|F|D|DISTRIBUTION|CAMPANIA|S|442.0|-0.1818|28.0|22.0|0.0|-0.9853767838134533|-0.99017792|-2.0|0.7031376267465497|-7.409906810657999|23.034322818951484|143.58384638537444|21.623174980633472|-2.7135947104966993|0.6824949325492776|8.391735728832513|8.342607091474918|-5.895388055328975|-14.76672047210181|-5.190771080946005|18.932983291886774|-1.0168811443234995|M
a1Q7R00000ej63cUAA|2022-01-20|SR|F|R|FASHION|VENETO|N-E|9695.0|9.805|365.0|220.0|0.0|-6.600353696073917|-1.5259583879999998|-2.0|4.855264410576047|-12.671230218123831|6.930876433606636|152.36597880808543|24.973477230948617|5.460577955941196|1.8171819268351852|-7.122450894570105|-1.4028179038992896|-25.034271100192843|-10.326043720410139|-3.599552232508377|-15.062688436280558|-7.340535257533245|M
a1Q7R00000a3FxKUAU|2021-07-12|SR|F|R|TRANSPORTATION_SERVICES|MOLISE|S|3781.0|-0.4126|268.0|492.0|0.0|-1.0194660776874034|-1.0652048429999998|0.12000000000000001|-2.5|30.0|-2.0|66.5|-23.0|3.1728658139507475|1.6256205073168277|-4.798349205654341|9.816072227171077|4.424082234987295|-0.8011941384528765|9.29718342828447|-8.12605021053419|-2.7625704144651064|F
a1Q7R00000eiSlxUAE|2021-09-26|SR|F|D|CONSTRUCTION|LOMBARDIA|N-W|2951.0|-0.0597|579.0|134.0|0.0|-8.839778729211186|-1.9484839779999998|0.30000000000000004|14.766233187188735|-14.622931240510042|2.704842882882131|135.52469426583573|18.52511313809283|-2.088635182604037|-2.752528886464534|11.646143779618624|-3.6492289048516304|4.584747415355606|14.316948669157997|9.186596207465858|6.728286634157372|-5.372632844640175|F
a1Q7R00000ZWXFuUAP|2021-02-26|RS|F|D|DISTRIBUTION|CAMPANIA|S|1941.0|-2.946|52.0|37.0|0.0|-1.47528197997069|-0.39017791999999996|-0.9|2.844223787917149|6.717013500279208|17.242791178541694|134.26022314465595|4.8695030226089315|-3.293258718276094|-9.482810271290969|-10.105091464222898|1.0531266958720242|-25.56106490537927|9.040471633297935|8.560697861940282|-0.45315681102767924|-1.9959602874252387|F
a1Q7R00000eifjbUAA|2022-01-14|SR|F|D|SERVICES|LAZIO|C|8180.0|5.951|1639.0|388.0|1.0|-0.16153779354770337|-1.357439663|0.7|9.572338211346757|-22.623608285361755|3.5325525056723652|134.77442994269813|10.389737913051889|-9.608771601241408|11.988356550429387|3.892408175290162|-5.081877764235915|3.832597226872834|14.444395269605687|4.625981329079982|3.0676791046537057|4.955496659643973|M
a1Q7R00000a2o5LUAQ|2021-03-16|SR|F|D|DISTRIBUTION|LAZIO|C|4855.0|-0.1271|714.0|527.0|1.0|-1.6532698749793457|-1.437387122|-0.9|-2.6897838941845826|-5.920264155892341|0.9347009431100828|134.91347559170646|-8.885180641979334|6.103737071238519|11.589471244171195|-14.247737313191125|0.016549305049060114|-1.1571124940127995|-9.076991644684952|-0.8170138824680573|3.1814430182897517|-15.330458484372052|M
a1Q7R00000a3GHKUA2|2021-07-09|SR|F|R|DISTRIBUTION|VENETO|N-E|3595.0|-0.4359|82.0|117.0|0.0|-3.2523926873514934|-1.7178674699999998|-0.9|10.631189328470384|-25.674616977139422|13.55583951261083|142.07259451791813|10.976359549116468|3.757964371432197|-19.208285072502743|4.066642375791556|19.612720793899854|-20.40307493440785|-0.058479702762900994|-30.985638654386186|-0.7327325713010285|-14.631646993900377|M
a1Q2X00000ZEZm5UAH|2020-05-19|SR|F|D|CONSUMER_GOODS|EMILIA-ROMAGNA|N-E|2145.0|-1.01|140.0|105.0|0.0|-2.3644361669445457|-2.114148323|-3.0|56.0|-0.5|78.5|54.5|-15.5|-18.795010636169238|-16.583369372237037|8.99055609117625|1.3614074434507535|17.458997734190646|1.0440808936725734|-6.639380520206379|-17.88554480483241|-16.397841022860348|F
a1Q7R00000ejTSfUAM|2022-01-24|DI|C|D|DISTRIBUTION|SICILIA|I|||||0.0|-0.16153779354770337|-0.926545532|0.1|4.011729287921089|11.770380111625519|1.1791896594386504|133.71458212018823|8.380588621193976|12.819485779606907|1.1444234406245692|-2.4824940641091806|7.6682118550094955|-2.7342502231668515|3.333229636703153|3.8706982817519755|-16.875466959117663|-10.239483369382173|F
a1Q7R00000a39SLUAY|2021-06-16|SR|F|D|CHEMISTRY|PIEMONTE|N-W|437.0|2.52|41.0|50.0|0.0|-1.0637644639089003|-1.1326780029999999|-2.0|17.0|-3.0|29.5|299.5|0.0|7.947762283062974|-0.35640133731927803|21.089327112539245|-13.357209050187345|11.012041155116512|8.843259339150158|-8.565196040894593|-3.9610283653586946|8.318776347013188|M
a1Q7R00000aBD5OUAW|2021-08-11|OO|F|D|SERVICES|LAZIO|C|1533.0|-1.259|17.0|27.0|0.0|-9.472748370181552|-1.537105911|-0.9|9.5|-1.5|10.5|-43.5|14.0|-5.594891628380701|-11.137820486362786|-1.9480946000602708|2.1509025094395273|2.911154663580488|-8.920684717641475|12.384311622575952|-4.406869964846873|4.162438549630152|M
a1Q7R00000eiV0QUAU|2021-12-23|SR|F|R|TRANSPORTATION_SERVICES|CAMPANIA|S|6338.0|0.9486|551.0|428.0|0.0|-1.052375004184067|-2.250807113|-1.95|8.077585878503479|15.158514079864675|2.3821562814362185|161.84483435673476|-4.779662212381952|-16.190974727331195|-0.25077591869333943|-0.6190799266620418|8.282259743579097|-8.00252840696338|-2.984044744849552|5.10874238924032|4.127433008869045|2.5703192437396294|M
a1Q2X00000ZEWbYUAX|2020-05-13|DI|L|P|DISTRIBUTION|CAMPANIA|S|||||0.0|-0.16153779354770337|-0.2503172199999999|0.1|-9.300773886013626|-10.447837658977502|-11.698644355156741|143.79205467768503|25.175259402050912|0.524031631253359|9.436391181515804|16.43987007670416|-15.212706407831893|-0.6801424893791824|-3.053504186137486|-7.3731867423388495|-3.8920427903172743|9.396319756915368|M
a1Q7R00000eiSMnUAM|2021-09-22|SR|F|D|SERVICES|TOSCANA|C|122.0|-0.6|26.0|5.0|0.0|-0.9684307488708275|-1.357439663|0.1|5.5|0.0|5.0|-14.0|24.5|-2.6579559485939335|9.98704696301654|1.482780941785879|8.88251694752443|-1.1900228576021286|7.37112825381801|7.45844017047642|-7.606362605340685|1.764722621125594|F
a1Q7R00000ej9SkUAI|2021-12-14|SR|F|R|PUBLISHING|LOMBARDIA|N-W|1134.0|-10.94|42.0|18.0|0.0|-1.1898004233020738|-2.133269029|-0.9|1.4576775558071744|-11.795744013715812|3.8743911029095908|153.8687786090989|22.123456258565625|-2.5006638913280685|-4.37650260004377|-23.821829901128858|-1.6217801565544383|18.169621278839664|-6.2082144833812825|-11.992481179226983|5.656793322029262|9.353452198671254|M
a1Q2X00000Z912aUAB|2020-03-11|SR|D|D|SERVICES|LAZIO|C|1274.0|-0.1176|44.0|102.0|0.0|-0.8815493352917607|-1.357439663|0.1|18.28028603490766|-1.2171624383882436|6.585221525710819|145.9928430724938|13.663152776293057|-3.239388417479564|-10.03147904258076|7.8387178281730465|5.788511924018488|-1.9982844845726877|9.356832018298178|1.1886783445500684|-1.5517494933934406|-8.029370581082524|F
a1Q7R00000a3AgdUAE|2021-06-21|SR|F|D|SERVICES|LOMBARDIA|N-W|162.0|-7.692|21.0|13.0|0.0|-2.3408782035876636|-1.5641644609999998|0.1|15.529098961998422|-1.5476356582465103|8.253224037018754|138.69697245216395|8.200040629643656|2.366449504419102|-20.48969791243693|5.974755076149533|-3.2184355010818613|-13.812628446828539|-6.2838897393375275|-2.0843693554483442|-3.3876972188757235|-15.302300007435631|F
a1Q7R00000a2xt5UAA|2021-04-26|SR|F|D|SERVICES|CAMPANIA|S|53.0|-1.333|119.0|3.0|0.0|-3.6811089917761723|-0.9605747609999999|0.1|-4.599025763181319|-19.58945380855804|7.046523803429719|151.8121907021754|15.269276226466385|10.100714288013673|0.8140975394657095|-7.221269040081318|-16.3661102635725|3.5210359087317284|3.9214386711938887|-6.975148648597157|0.1253371604731246|-1.5959596605212816|F
a1Q7R00000a36CFUAY|2021-06-04|SR|F|D|METALLURGY_AND_STEEL_PRODUCTS|UMBRIA|C|869.0|-0.9512|57.0|82.0|0.0|-5.825421208179551|-1.941433155|0.2|-3.0894930966997682|-4.938602564776751|14.152142288722226|159.99886185891094|3.6064006810084788|-3.8868669746334037|-0.38776199003856116|4.65273864688378|-3.182765896259013|-2.860050974705394|-8.769063686270835|5.964439521653761|2.940810693708132|-5.508614067193752|F
a1Q7R00000eikHmUAI|2021-11-15|DI|C|D|CONSTRUCTION|SICILIA|I|||||0.0|-0.16153779354770337|-0.07846096599999997|0.1|-19.888890371726905|-6.801569805912919|8.868720766577832|135.3251705176535|13.246375000989877|1.6226525704493704|-10.352614861112862|5.181985144967694|-9.61514204552375|2.171607626627726|0.8226655256889082|21.63273906063791|-15.510191240649293|-8.36116617500654|F
a1Q7R00000eio1JUAQ|2021-11-25|SR|F|R|METALLURGY_AND_STEEL_PRODUCTS|LAZIO|C|14540.0|1.164|520.0|262.0|0.0|-8.52533950715527|-1.465204843|0.1|-0.7309301544019355|-5.621484114899045|-5.017496644124199|136.03901117528562|16.99823257670443|6.881953147461905|-2.6289407927777577|5.151738115217426|5.054223566606667|-10.349002811974346|1.5491595828768119|1.2327404858245532|0.7667367564487012|-13.481384193603546|F
a1Q7R00000ZWN5CUAX|2020-12-10|SR|F|R|TRANSPORTATION_SERVICES|VENETO|N-E|704.0|-0.1827|12.0|104.0|0.0|-0.7778670426641118|-2.298141815|-1.58|9.045669059056753|0.114624047967534|2.9292918514854507|149.61257917725572|4.540136764684095|-11.188268797565533|1.4169859158988363|3.6876124724517725|-6.740800194122422|2.1364379614542397|12.318093157789733|12.427372984470697|0.12159909722807423|-6.769670847493478|M
a1Q7R00000a2rqjUAA|2021-04-02|SR|F|D|SERVICES|PUGLIA|S|1401.0|1.741|87.0|162.0|0.0|-1.2139054644944087|-0.760574761|-0.9|33.428731322457246|-5.74516388121815|22.38881709007665|147.0830262308907|14.75660520315201|3.7893174169654977|11.910047413100116|6.6009831588745085|10.729982520606315|19.171655677307417|-5.673155262451493|2.5856885851900553|-10.128988878015504|-8.217592778708019|F
a1Q7R00000a2ywPUAQ|2021-05-12|SR|F|R|CHEMISTRY|LOMBARDIA|N-W|408.0|2.107|39.0|28.0|0.0|-9.427191450113238|-2.392979643|0.1|-3.0|-1.0|-3.0|-24.5|-2.5|5.569111311773754|3.6705836695679213|6.204961918801836|-6.765778191555907|-4.159825636542153|-0.5570799113211553|-8.183114631371573|0.8129291674441349|0.8227017336180885|M
a1Q7R00000ejC6IUAU|2021-12-19|SR|F|R|TRANSPORTATION_MEANS|EMILIA-ROMAGNA|N-E|3290.0|27.41|399.0|78.0|0.0|-5.578406834137621|-2.514344056|-1.58|-2.1308022093416765|-8.01648042091389|-1.1791925209273453|139.52246122844844|26.02038822007589|0.07945015129607322|16.363349095559716|-17.2231879812815|-14.673327715538086|5.7478325147751965|-1.4157499080565386|2.8811886990642535|-15.18069705882534|12.852101543988695|F
a1Q2X00000XcLVXUA3|2020-02-21|SP|D|R|CONSTRUCTION|LAZIO|C|3189.0|-0.417|339.0|223.0|0.0|-1.0342200832208928|-0.789302556|-3.0|1.974353537503927|-22.119035892580584|1.9173411886302087|161.08880789227373|4.805322544588712|12.799083630634842|5.710637570462947|-3.674926526543386|9.667799074146496|15.991517138591876|9.198642336008323|13.071669808151228|11.708654192436809|-0.24416631183374762|F
a1Q2X00000ZEVxnUAH|2020-05-07|DI|L|P|CONSTRUCTION|PIEMONTE|N-W|||||0.0|-0.16153779354770337|-1.358278978|0.1|0.993803580887918|5.577446425693175|6.80252807251427|142.6758366136481|19.588762381917935|-6.472564347074979|-2.7460049979610264|8.936857898994642|-6.296867763972098|-3.6589120680226777|0.6579930082514255|-8.80213996821716|-8.832089996426932|18.45478214923436|F
a1Q2X00000ZBRYFUA5|2020-04-17|SR|S|D|SERVICES|FRIULI-VENEZIA GIULIA|N-E|298.0|-0.025|491.0|160.0|0.0|-1.3342715607334474|-2.3441588710000003|-2.0|15.5|-1.0|15.0|-14.5|-1.5|3.531488122753113|-4.736064411663005|-6.776878503835549|-0.01546874999999992|-0.01546874999999992|0.0|-4.980504466307881|-6.467003908025512|3.3713879176543906|M
a1Q7R00000eirG2UAI|2021-11-26|SR|F|R|FURNITURE|FRIULI-VENEZIA GIULIA|N-E|1855.0|0.7164|2193.0|268.0|0.0|-1.4457178340727452|-2.159706941|0.0|14.5|-6.5|15.0|40.5|7.0|10.740002038332149|-2.184245342580087|5.115990533086114|-2.4258982365371087|-16.220456260607435|-15.776701685387819|-3.1966527099194804|-6.570974793767085|-8.810345728549109|M
a1Q7R00000a3AnKUAU|2021-06-25|SR|F|D|DISTRIBUTION|CAMPANIA|S|1357.0|-0.09541|388.0|283.0|0.0|-1.4936585541568574|-0.84052222|0.12000000000000001|-4.086356274260372|4.960104964305716|4.953052757634405|131.44321487218102|9.774452941816634|-19.112987837147003|8.422122209827897|-0.6808401989990865|-13.821937852756058|-12.88627776904346|-4.166119305142872|22.834585872688464|0.8892586516012192|-2.8015318478911286|F
a1Q2X00000XcM0tUAF|2020-02-21|SR|D|D|FOOD_AND_BEVERAGES|SARDEGNA|I|869.0|3.741|144.0|54.0|0.0|-0.9109612440402797|-1.329088303|-1.0|5.8324506631317865|-13.112695940748702|0.37418241925418805|160.99618272081202|22.879392408276942|-8.085413650197207|-1.2390467452998053|-9.77626499684|6.730125996644697|11.610464838755965|0.46607801557687717|7.503897483241432|8.10236366504666|7.274119160762382|M
a1Q7R00000a2kZ2UAI|2021-03-09|SN|F|R|DISTRIBUTION|PUGLIA|S|||||0.0|-0.16153779354770337|-1.374691952|-3.0|21.01203183210277|-2.7600949448704806|7.188117705772205|133.0671092523344|10.783712816592482|6.856010010339683|-17.583831113931424|6.741484931258904|11.39484058185252|-4.090232232142869|-13.969073939075964|-4.689245314709256|16.856665527368378|-12.724266793786724|F
a1Q7R00000ZWUoIUAX|2021-02-15|SR|F|R|DISTRIBUTION|VENETO|N-E|3174.0|1.629|183.0|89.0|0.0|-0.5530405666202831|-1.7940957819999999|-0.75|3.522283286838668|6.94212549553856|8.674468222210074|145.19637695479406|18.933105744456533|15.542296386880952|-9.799960477047632|11.495820883953426|5.234571068449283|18.135771010672446|12.652222111042569|12.045970662801368|-8.494691920568888|15.512996787363956|F
a1Q7R00000ZWGGDUA5|2020-10-16|RS|F|R|SERVICES|SICILIA|I|125.0|-0.08621|59.0|58.0|1.0|-0.8152678157975725|-0.510230461|0.1|1.0396476284716032|-15.067063195609427|3.170561385610921|151.74064476117698|30.593546655126772|0.41277569501872013|-17.37603114589448|-6.189214048059264|9.042064735863134|-5.629575479558832|-8.381783017945956|11.98827838505618|1.182218052291078|-7.2358467052210065|F
a1Q2X00000ZEX9aUAH|2020-05-08|DI|L|P|SERVICES|LOMBARDIA|N-W|||||0.0|-0.16153779354770337|-1.050187773|0.1|4.9289429307423545|-3.7783610912765093|-3.6586919950904377|145.40473887592188|22.98626407982306|-13.047541981693156|-6.73782535890991|0.7825477821117482|21.932099996854177|0.316123767594085|4.871543200330504|-1.7624541735883987|-3.107372616162409|16.469624180165933|M
a1Q2X00000XbxbUUAR|2020-01-23|SR|D|D|DISTRIBUTION|LOMBARDIA|N-W|||||1.0|-0.16153779354770337|-1.7203402319999999|-0.35000000000000003|-0.13984872700079354|-2.7576898265032135|5.841886980336676|134.77527177533528|-12.189131837089485|-0.39619354838709714|-0.39619354838709714|0.0|-0.5774838709677433|8.112967741935483|0.0|0.0|-0.3238064516129032|-0.012193548387096775|M
a1Q7R00000a3AnjUAE|2021-06-21|RS|F|D|SERVICES|ABRUZZO|S|196.0|-1.471|5.0|17.0|0.0|-1.2859899079422483|-0.23086705099999993|-0.9|23.0|-0.5|28.5|59.5|-5.0|-18.18572787848199|2.599156959297603|2.6297133714388146|-0.9299701300906391|-3.6174699310383764|-5.838907153812708|-2.3924801836024345|1.0729203871844353|8.417119468298225|F
a1Q7R00000a3JMNUA2|2021-07-20|SR|F|D|DISTRIBUTION|VENETO|N-E|475.0|-0.06383|123.0|47.0|1.0|-0.16153779354770337|-1.31786747|0.15000000000000002|7.501768089814139|5.210795959673318|11.973760997561595|144.91717832611002|3.9965914941997758|-7.286101419235847|9.804038898597172|5.057189815222196|-0.9445294370415711|14.493943299640001|-16.719682932525917|22.72272236983986|-0.5552888800772992|-27.964493021069767|M
a1Q7R00000ZWH4rUAH|2020-10-27|SR|F|D|METALLURGY_AND_STEEL_PRODUCTS|VENETO|N-E|2182.0|-0.1338|272.0|269.0|1.0|-1.2207951764737044|-2.682215143|0.2|-56.5|-10.0|-47.0|-40.0|31.0|1.7203437499999996|1.7203437499999996|0.0|-0.04871874999999992|-0.04871874999999992|0.0|3.178238542476221|-1.7197167767344896|-0.8058796110053407|F
a1Q2X00000ZEX3rUAH|2020-05-07|DI|L|P|ELECTRONICS_AND_ELECTRICAL_ENGINEERING|LAZIO|C|||||0.0|-0.16153779354770337|-1.053251315|0.1|12.459487023754768|-11.695957448508345|-1.2633784475173044|143.23275476803207|9.775252660265583|12.127705620891604|10.78301616399626|12.431771095593016|-12.418573563577633|-10.042411050272932|-5.355533015251501|2.9151608998558713|13.846748248088769|5.723873832069179|M
a1Q7R00000a331nUAA|2021-05-31|SR|F|R|TRANSPORTATION_SERVICES|EMILIA-ROMAGNA|N-E|5855.0|1.222|231.0|275.0|0.0|-8.927946837111834|-2.5281523630000002|-1.4000000000000001|-19.0|-1.0|-8.0|-1171.0|-32.5|-13.33222934929787|2.60696233176655|-27.372862230375006|-28.465031149996108|12.406093993419569|0.6184399349992914|2.294227655067335|-13.108055973982697|0.3896457126169373|F
a1Q2X00000ZEjTyUAL|2020-06-29|SR|F|R|DISTRIBUTION|LAZIO|C|138.0|-1.04|14.0|25.0|0.0|-1.7018935212771533|-0.9611588099999999|-0.9|20.08040262749858|-1.4351691898859285|7.740189483628858|137.49503174952648|2.162627657083357|-4.224476441419073|4.796560194985399|-21.02014273653895|12.7322027071757|7.884466028529006|12.059206021642241|-27.53328036809377|6.921431943850865|-17.630020065736687|M
a1Q7R00000einJ2UAI|2021-11-05|SR|F|R|ELECTRONICS_AND_ELECTRICAL_ENGINEERING|LAZIO|C|1759.0|3.648|286.0|105.0|0.0|-7.857452285204948|-2.0434563150000002|-1.98|30.5|1.0|49.0|142.5|11.0|1.4201506535483852|0.555646969594499|1.0787480828163496|-14.315940953862343|-1.6986895283934762|-4.828718034114365|14.45107854615408|8.779133782220011|9.212576703053442|M
a1Q7R00000a2pKMUAY|2021-03-25|SR|F|D|CONSTRUCTION|LOMBARDIA|N-W|647.0|-1.406|48.0|64.0|0.0|-1.8295799218349846|-1.072255666|-0.9|0.7332893577345221|2.2937993573324524|5.141156604855571|135.60452706207923|14.158125519219452|-6.96191703876118|-8.727457646935237|7.78587286044123|12.329945356765112|5.089014954207629|7.78330754815536|0.5469661149269687|-10.194151992298314|-12.53136132172259|M
a1Q7R00000ej5wMUAQ|2021-12-22|SR|F|D|FASHION|LAZIO|C|1198.0|1.325|786.0|-228.0|0.0|-3.250560107619756|-2.029551368|-1.0999999999999999|-3.0|0.0|-3.0|-37.5|-1.0|-13.711339938302586|29.494532927155742|-0.27990516633248047|19.599460985322548|6.504038189890394|3.778216050478363|13.636085604860298|4.282206515630566|2.1951711405254737|F
a1Q7R00000a3ANvUAM|2021-06-21|SR|F|D|TRANSPORTATION_SERVICES|CAMPANIA|S|376.0|-1.145|35.0|69.0|0.0|-1.7090152796552873|-0.9445682529999999|-0.9|-8.28028184005554|-10.29426400649867|-16.333311102420254|139.4987066859419|25.376657069253653|-5.219093910151231|-12.390591540691334|-10.840440073313873|-2.913109487298303|2.0279443679961395|-0.3835274258097473|10.712768096321284|16.09891953576248|-19.777523959356596|F
a1Q2X00000XcLVIUA3|2020-02-28|SR|D|D|OTHER_CONSUMER_GOODS|LOMBARDIA|N-W|7291.0|-0.3692|646.0|325.0|0.0|-0.6734620129391614|-1.6441119199999998|-2.0|-3.7171838488622475|-22.212388480668636|12.935925438754595|125.41656265266508|-0.2965235745987389|16.415784656018914|-20.00208372775707|-12.566166609030763|3.3215501738886473|-1.6642347404529219|-5.2803961921196185|6.502123381151264|2.400383242744869|-8.9109757628433|F
a1Q7R00000a32qpUAA|2021-05-19|DI|C|D|ELECTRONICS_AND_ELECTRICAL_ENGINEERING|SARDEGNA|I|||||1.0|-0.16153779354770337|-1.362625273|0.8|10.068904701663298|-10.3629724812782|1.2678385593963997|150.90212817220842|24.310435369564793|25.197272474722098|-6.860977447740859|6.6003900213721005|-0.6012450242175291|5.981887046072207|-1.1625670584723384|-1.1352854016735758|-6.693903357928097|-2.1013310158278427|F
a1Q7R00000ZWVMUUA5|2021-03-09|SR|F|R|CONSTRUCTION|LOMBARDIA|N-W|2113.0|4.91|122.0|100.0|0.0|-1.2277526008726896|-1.548483978|-1.0999999999999999|19.689268830339763|-15.477204922034158|0.008573172023588427|144.20417888711705|10.152693119825937|-8.073049590602384|-0.04026430960080822|-18.059897816913683|-0.16263461138271684|-0.5785098193665962|-0.0793056132260877|-8.939436163096948|-3.406737296518011|-10.273267198122648|M
a1Q7R00000ZWKNjUAP|2020-11-20|SR|F|R|TRANSPORTATION_SERVICES|LAZIO|C|6187.0|2.187|373.0|310.0|0.0|-1.397129519928249|-1.541433155|-1.98|11.0|0.0|11.0|56.5|1.0|-7.615466553800439|-9.349551359412347|1.9704597741504595|-14.251682993456741|-0.9990983589853318|-22.635840941097694|-11.39804501760757|-9.076286497182819|-8.99315350854108|F
a1Q2X00000ZEgCQUA1|2020-06-18|SR|F|R|METALLURGY_AND_STEEL_PRODUCTS|EMILIA-ROMAGNA|N-E|2351.0|-4.086|250.0|256.0|0.0|-1.9864500291195677|-1.821913503|-1.15|53.0|-74.0|98.5|1104.0|-161.0|-9.569354054616605|-8.771061098916022|-26.933028306220322|7.419353433555558|-3.4076763011823905|-2.356491454228585|12.082778899874768|10.27753161982263|1.4305548790289002|F
a1Q7R00000ZWRwTUAX|2021-01-26|SR|F|R|ELECTRONICS_AND_ELECTRICAL_ENGINEERING|CAMPANIA|S|144.0|-1.091|45.0|11.0|0.0|-1.6420758632492691|-1.046591413|-0.9|7.04463611032388|5.925625210346611|17.46786482679358|146.24619464503726|4.206165412798129|-2.2769653381626473|-16.867262314646062|2.8583108763848952|3.3591371568978983|-9.61785297074875|-13.000186734094564|5.4537034376342|-3.2750207909068467|9.525764129196425|M
a1Q7R00000ZWTrfUAH|2021-03-01|SR|F|D|DISTRIBUTION|CAMPANIA|S|12800.0|3.668|776.0|398.0|0.0|-0.5681066025373271|-1.516750532|-1.15|-8.226783055896252|0.31606654649046195|15.19389844957948|148.95611016164528|14.553105834774383|4.593943231387149|6.444150218893907|16.335737685672456|-8.904309281429626|-18.480554761305992|0.2942670387385162|3.794672086842772|10.313116543249402|4.778020568162852|M
